#,lemma,Verb form,Concordance,Hit?,Construction,comments,TA,FREAK,Coments
141,afford,affords,"Considerable teachers agreed with the fact that physical punishment affords them enough time to deal with bullies, while teaching class",1,DO,,simple_present,,
13927,give,gives,"Because that subject makes me fun, and gives me identification",1,DO,,simple_present,,
13928,give,gives,and this process gives me power of logic that i speak ahead,1,DO,,simple_present,,
13929,give,gives,"Shortly, Mathmatics gives me power of thinking, logic, solving math problems",1,DO,,simple_present,,
13930,give,gives,Punishment gives us many chances to think about ourselves again,1,DO,,simple_present,,
13931,give,gives,And using of celluar phones gives us very comfortable life,1,DO,,simple_present,,
13932,give,gives,"If they go to the army, the country gives them some benefits",1,DO,,simple_present,,
13933,give,gives,Korea gives some benefits to a man who completed military service,1,PO,,simple_present,,
13934,give,gives,"Then a year later, my brother went to Air Force whose symbol is eagle! So my mother like it very much and she thinks that eagle picture gives power to her son to go there",1,PO,,simple_present,,
13935,give,gives,"That thinking always gives me confidence, and that confidence was resource of my high score",1,DO,,simple_present,,
13936,give,gives,"secondly, his hardworking aspect gives me lot of impression",1,DO,,simple_present,,
13938,give,gives,Banning smoking gives people cleaner atmosphere in public area,1,DO,,simple_present,,
13939,give,gives,Then she gives proper advices,1,DO,,simple_present,,
13941,give,gives,I concur that teacher gives the physical punishment to children,1,PO,,simple_present,,
13944,give,gives,"my favorite teacher is kim yeong chan, english teacher because he allways gives me advice about school life",1,DO,,simple_present,,
13945,give,gives,"Because God gives all the creatures that rights, we don't ignore the fact",1,DO,,simple_present,,
13946,give,gives,Korea gives the ID card to 19 old people,1,PO,,simple_present,,
13947,give,gives,"And, all men` military services for two years gives tremendous disadventages to society",1,PO,,simple_present,,
13948,give,gives,"In addition, using nicknames on the Internet gives users a lot funs",1,DO,,simple_present,,
13950,give,gives,"First of all, the TV gives me many sensitive factors",1,DO,,simple_present,,
13951,give,gives,such fact gives other good citizen ugly feeling,1,DO,,simple_present,,
13952,give,gives,The reason is that I think the Historic gives people force,1,DO,,simple_present,,
13953,give,gives,It gives me hope to get over the situations,1,DO,,simple_present,,
13954,give,gives,And it gives them small and short sight,1,DO,,simple_present,,
13955,give,gives,"Also, smoking gives bad smell and the discomfort feeling to people who are in the public buildings",1,PO,,simple_present,,
13956,give,gives,"For example, when students carefully should do, teacher gives punishment to child who does dangerous act and student do not dangerous acts",1,PO,,simple_present,,
13961,give,gives,"It gives me some kind of images of spain such as passion, red and love",1,DO,,simple_present,,
13962,give,gives,See! It gives me passion and will even now,1,DO,,simple_present,,
13963,give,gives,"According to the research of one science researcher organization, second hand smoking gives more damage to health than direct smoking",1,PO,,simple_present,,
13964,give,gives,Public buildings are for everyone and smoking gives many disadvantages to building,1,PO,,simple_present,,
13966,give,gives,"They think it gives a lot of pressure to Internet users to always agree with whatever topic is given, even though they are actually against it",1,PO,,simple_present,,
13967,give,gives,"It gives two selection to humans; plants, or animals",1,PO,,simple_present,,
13968,give,gives,The third one is that it gives us entertainment,1,DO,,simple_present,,
13969,give,gives,"Third, not using our real name gives us entertainment",1,DO,,simple_present,,
13971,give,gives,Not using their real names gives them some feeling of protection which is essencial to providing honest opinions,1,DO,,simple_present,,
13972,give,gives,And it gives the feeling of offense to non-smokers,1,PO,,simple_present,,
13973,give,gives,"However, if it gives us danger in return, we are not using it properly",1,DO,,simple_present,,
13974,give,gives,His teacher gives him a physical punishment as hitting his palm with wooden stick,1,DO,,simple_present,,
13976,give,gives,"Next, she always listen to my problems and gives me some great advices",1,DO,,simple_present,,
13977,give,gives,Smoking gives harms to non-smokers and it is not desirable for the city,1,PO,,simple_present,,
13978,give,gives,"In the past, most of people thought that teacher gives physical punishment to students becaue he loves them",1,PO,,simple_present,,
13981,give,gives,"Actually, we need animals to improve our medical level, but if we use animals in medical experiments, some people think that it gives animals lots of pain and breaks animals' right to live their own lives",1,DO,,simple_present,,
13982,give,gives,"If I have questions, she gives me answers",1,DO,,simple_present,,
13983,give,gives,"In fact, whenever I ask him a math problem reiteratively, he gives me a tip for that problem very accurately",1,DO,,simple_present,,
13984,give,gives,"So, I always consult with my friend about my problems and he always solves the problems and gives me a relief",1,DO,,simple_present,,
13985,give,gives,Studying science with note gives me a kind of happiness-I make these notes by myself,1,DO,,simple_present,,
13987,give,gives,"If the Korean government changes compulsory military service system into volunteering military service system in the way that gives people salary, only poor people will serve in the military consequently",1,DO,,simple_present,,
13988,give,gives,"In this context, the policy for military service gives a person a chance to contribute",1,DO,,simple_present,,
13989,give,gives,"He says in times of difficulties, remembering his father gives him strength to rise above the occasion",1,DO,,simple_present,,
13990,give,gives,"Being able to say what people want to say without stating their names, gives people some kind of relief and confidence",1,DO,,simple_present,,
13991,give,gives,"If students commit wrong things, those school gives them points",1,DO,,simple_present,,
13992,give,gives,"If teachers gives their reality to their students, they will be impressed, and then real education could be made more easily",1,PO,,simple_present,,
13993,give,gives,"When something bad happens to me, I usually talk about it to her and she gives me a lot of heartful advices and comfort",1,DO,,simple_present,,
13994,give,gives,Physical punishment has many bad points and it gives harmful effect to our young students,1,PO,,simple_present,,
